Column1,회사명,거래소코드,회계년도,감사의견코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,(주)원익큐브,14190,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,(주)원익큐브,14190,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,(주)원익큐브,14190,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,(주)원익큐엔씨,74600,2011,사업보고서부재,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,(주)원익큐엔씨,74600,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,(주)원익큐엔씨,74600,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,(주)원익큐엔씨,74600,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,(주)원익큐엔씨,74600,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,(주)원익큐엔씨,74600,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,(주)원익큐엔씨,74600,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,(주)원익큐엔씨,74600,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,(주)원익큐엔씨,74600,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,(주)원익큐엔씨,74600,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,(주)원익큐엔씨,74600,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,(주)원익테라세미콘,123100,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,(주)원익테라세미콘,123100,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,(주)원익테라세미콘,123100,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,(주)원익테라세미콘,123100,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,(주)원익테라세미콘,123100,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,(주)원익테라세미콘,123100,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,(주)원익피앤이,131390,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,(주)원익피앤이,131390,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,(주)원익피앤이,131390,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,(주)원익피앤이,131390,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,(주)원익피앤이,131390,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,(주)원익피앤이,131390,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,(주)원익피앤이,131390,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,(주)원익피앤이,131390,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,(주)원익피앤이,131390,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,(주)원익피앤이,131390,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,(주)원익홀딩스,30530,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,(주)원익홀딩스,30530,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,(주)원익홀딩스,30530,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,(주)원익홀딩스,30530,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,(주)원익홀딩스,30530,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,(주)원익홀딩스,30530,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,(주)원익홀딩스,30530,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,(주)원익홀딩스,30530,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,(주)원익홀딩스,30530,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,(주)원익홀딩스,30530,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,(주)원익홀딩스,30530,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,(주)원일특강,12620,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,(주)원일특강,12620,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,(주)원일특강,12620,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,(주)원일특강,12620,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,(주)원일특강,12620,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,(주)원일특강,12620,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,(주)원일특강,12620,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,(주)원일특강,12620,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,(주)원일특강,12620,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074,(주)원일특강,12620,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,(주)원일특강,12620,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,(주)원풍,8370,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,(주)원풍,8370,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5078,(주)원풍,8370,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079,(주)원풍,8370,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,(주)원풍,8370,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,(주)원풍,8370,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,(주)원풍,8370,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083,(주)원풍,8370,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,(주)원풍,8370,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,(주)원풍,8370,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,(주)원풍,8370,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087,(주)월덱스,101160,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,(주)월덱스,101160,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,(주)월덱스,101160,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,(주)월덱스,101160,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091,(주)월덱스,101160,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,(주)월덱스,101160,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,(주)월덱스,101160,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,(주)월덱스,101160,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,(주)월덱스,101160,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,(주)월덱스,101160,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,(주)월덱스,101160,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,(주)웨스테이트디벨롭먼트,16140,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,(주)웨스테이트디벨롭먼트,16140,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,(주)웨이버스,336060,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,(주)웨이브일렉트로닉스,95270,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,(주)웨이브일렉트로닉스,95270,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,(주)웨이브일렉트로닉스,95270,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,(주)웨이브일렉트로닉스,95270,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,(주)웨이브일렉트로닉스,95270,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,(주)웨이브일렉트로닉스,95270,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,(주)웨이브일렉트로닉스,95270,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,(주)웨이브일렉트로닉스,95270,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,(주)웨이브일렉트로닉스,95270,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,(주)웨이브일렉트로닉스,95270,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,(주)웨이브일렉트로닉스,95270,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,(주)웰크론,65950,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,(주)웰크론,65950,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,(주)웰크론,65950,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,(주)웰크론,65950,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,(주)웰크론,65950,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,(주)웰크론,65950,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,(주)웰크론,65950,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,(주)웰크론,65950,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,(주)웰크론,65950,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,(주)웰크론,65950,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,(주)웰크론,65950,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,(주)웰크론한텍,76080,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,(주)웰크론한텍,76080,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,(주)웰크론한텍,76080,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,(주)웰크론한텍,76080,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,(주)웰크론한텍,76080,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,(주)웰크론한텍,76080,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,(주)웰크론한텍,76080,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,(주)웰크론한텍,76080,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,(주)웰크론한텍,76080,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,(주)웰크론한텍,76080,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,(주)웰크론한텍,76080,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,(주)웹스,196700,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,(주)웹스,196700,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,(주)웹스,196700,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137,(주)웹스,196700,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,(주)웹스,196700,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,(주)웹스,196700,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,(주)웹젠,69080,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,(주)웹젠,69080,2012,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,(주)웹젠,69080,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,(주)웹젠,69080,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,(주)웹젠,69080,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,(주)웹젠,69080,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,(주)웹젠,69080,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,(주)웹젠,69080,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,(주)웹젠,69080,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,(주)웹젠,69080,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,(주)웹젠,69080,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,(주)위너지스,26260,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,(주)위너지스,26260,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,(주)위너지스,26260,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,(주)위너지스,26260,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,(주)위너지스,26260,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,(주)위너지스,26260,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,(주)위너지스,26260,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,(주)위노바,39790,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,(주)위노바,39790,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,(주)위노바,39790,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,(주)위노바,39790,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,(주)위노바,39790,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,(주)위노바,39790,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,(주)위노바,39790,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,(주)위니아,71460,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,(주)위니아,71460,2018,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,(주)위니아,71460,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,(주)위니아,71460,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,(주)위니아,71460,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,(주)위닉스,44340,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,(주)위닉스,44340,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,(주)위닉스,44340,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,(주)위닉스,44340,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,(주)위닉스,44340,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,(주)위닉스,44340,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,(주)위닉스,44340,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,(주)위닉스,44340,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,(주)위닉스,44340,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,(주)위닉스,44340,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,(주)위닉스,44340,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,(주)위다스,56810,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,(주)위다스,56810,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,(주)위메이드,112040,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,(주)위메이드,112040,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,(주)위메이드,112040,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,(주)위메이드,112040,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,(주)위메이드,112040,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,(주)위메이드,112040,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,(주)위메이드,112040,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,(주)위메이드,112040,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,(주)위메이드,112040,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,(주)위메이드,112040,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,(주)위메이드,112040,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,(주)위메이드맥스,101730,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,(주)위메이드맥스,101730,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,(주)위메이드맥스,101730,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,(주)위메이드맥스,101730,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,(주)위메이드맥스,101730,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,(주)위메이드맥스,101730,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,(주)위메이드맥스,101730,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,(주)위메이드맥스,101730,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,(주)위메이드맥스,101730,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,(주)위메이드맥스,101730,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,(주)위메이드맥스,101730,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,(주)위메이드플레이,123420,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,(주)위메이드플레이,123420,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,(주)위메이드플레이,123420,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,(주)위메이드플레이,123420,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,(주)위메이드플레이,123420,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,(주)위메이드플레이,123420,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,(주)위메이드플레이,123420,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,(주)위메이드플레이,123420,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5213,(주)위메이드플레이,123420,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,(주)위메이드플레이,123420,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5215,(주)위메이드플레이,123420,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,(주)위세아이텍,65370,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,(주)위지윅스튜디오,299900,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,(주)위지윅스튜디오,299900,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,(주)위지윅스튜디오,299900,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,(주)위지트,36090,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,(주)위지트,36090,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,(주)위지트,36090,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,(주)위지트,36090,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,(주)위지트,36090,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,(주)위지트,36090,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,(주)위지트,36090,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,(주)위지트,36090,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,(주)위지트,36090,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,(주)위지트,36090,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,(주)위지트,36090,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,(주)윈스,136540,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,(주)윈스,136540,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,(주)윈스,136540,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,(주)윈스,136540,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,(주)윈스,136540,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,(주)윈스,136540,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5237,(주)윈스,136540,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,(주)윈스,136540,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,(주)윈스,136540,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240,(주)윈스,136540,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,(주)윈팩,97800,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,(주)윈팩,97800,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,(주)윈팩,97800,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,(주)윈팩,97800,2016,DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,(주)윈팩,97800,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,(주)윈팩,97800,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,(주)윈팩,97800,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,(주)윈팩,97800,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,(주)윈팩,97800,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,(주)윈하이텍,192390,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,(주)윈하이텍,192390,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5252,(주)윈하이텍,192390,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,(주)윈하이텍,192390,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5254,(주)윈하이텍,192390,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,(주)윈하이텍,192390,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,(주)윈하이텍,192390,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,(주)윌링스,313760,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,(주)윌링스,313760,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,(주)유니드코리아,110500,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,(주)유니드코리아,110500,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,(주)유니온커뮤니티,203450,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,(주)유니온커뮤니티,203450,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5263,(주)유니온커뮤니티,203450,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,(주)유니온커뮤니티,203450,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,(주)유니크,11320,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,(주)유니크,11320,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,(주)유니크,11320,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,(주)유니크,11320,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5269,(주)유니크,11320,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,(주)유니크,11320,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5271,(주)유니크,11320,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5272,(주)유니크,11320,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5273,(주)유니크,11320,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5274,(주)유니크,11320,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5275,(주)유니테스트,86390,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
