,자기자본비율,총자산규모,총자본회전율,총자본순이익률,자기자본증가율,자기자본회전율,차입금의존도,총자산증가율,회사명,거래소코드,회계년도,감사의견코드,광업,교육 서비스업,도매 및 소매업,"사업시설 관리, 사업 지원 및 임대 서비스업","수도, 하수 및 폐기물 처리, 원료 재생업","예술, 스포츠 및 여가관련 서비스업","전기, 가스, 증기 및 공기조절 공급업","전문, 과학 및 기술 서비스업",정보통신업,제조업,y
8507,18.654982299837304,19.655909025885794,50.11307515621967,0.0023456810031583,89.35189353199297,439.1679929268285,40.994633195692415,-19.20554390787002,서울바이오시스(주),92190,2012,1,0,0,0,0,0,0,0,0,0,1,0.0
8508,20.02721128355691,19.63406913717257,57.357512563017096,1.8385126610795648,118.8919143197309,286.39790009161067,35.28528277970446,-2.160312510641214,서울바이오시스(주),92190,2013,1,0,0,0,0,0,0,0,0,0,1,0.0
8509,22.0412905713418,19.7610809223726,64.82980296585805,1.7736962308006303,16.2260827471002,294.1288884878189,29.64350364476549,13.54303989770056,서울바이오시스(주),92190,2014,1,0,0,0,0,0,0,0,0,0,1,0.0
8510,27.20377933974733,19.772623520250296,63.61818841629834,5.598655568890684,32.0112647123294,233.85790489539096,40.56269350597694,1.1609470708301852,서울바이오시스(주),92190,2015,1,0,0,0,0,0,0,0,0,0,1,0.0
8511,25.42689120562684,19.62539362535369,57.53331055508123,0.2715961459508518,-12.427376407523782,226.2695430983298,46.48731591462258,-13.69044666518443,서울바이오시스(주),92190,2016,1,0,0,0,0,0,0,0,0,0,1,0.0
8512,31.78254618190769,19.65989036798671,84.34247838249804,3.6239990343460473,17.843228979858395,265.37357296600186,44.72157380335343,3.5098656674432425,서울바이오시스(주),92190,2017,1,0,0,0,0,0,0,0,0,0,1,0.0
8513,42.20390784638534,19.93756740403936,71.55928074585167,3.0101804782567543,56.69655016309245,169.5560539235244,33.74108544603143,32.005979663413534,서울바이오시스(주),92190,2018,1,0,0,0,0,0,0,0,0,0,1,0.0
8514,32.09082131912892,20.13525831005608,51.24266634707829,0.0739870215137679,-4.016010406378456,159.6801335730638,29.9183526751914,21.858567810315147,서울바이오시스(주),92190,2019,1,0,0,0,0,0,0,0,0,0,1,0.0
8515,36.89888359549998,20.226187853173453,53.413608384012,2.238803646192612,32.323217463373744,144.75670583845542,28.472294682664472,9.519183873720632,서울바이오시스(주),92190,2020,1,0,0,0,0,0,0,0,0,0,1,0.0
8516,72.92398225606733,20.59220818096802,68.37938076824524,5.348555662673634,10.996487266654563,93.7680289155575,20.54520697473794,6.466516509846156,서울반도체(주),46890,2011,1,0,0,0,0,0,0,0,0,0,1,0.0
8517,69.26426911851507,20.602124557446142,70.09001807969555,1.2429507833515647,-1.2489333977314776,101.19217162281402,17.274459561249067,1.622735097279897,서울반도체(주),46890,2012,1,0,0,0,0,0,0,0,0,0,1,0.0
