회사명,거래소코드,회계년도,자산,부채,자본,유동자산,현금및현금성자산,유동부채,장기차입금,단기차입금,매출액,매출원가,당기순이익,법인세비용차감전순이익,영업활동으로인한현금흐름,,,
(주)래몽래인,200350,2021/09,45607501,19585352,26022149,36634111,12631174,6393780,4900000,2500000,21748586,17833516,2160405,2160405,4083853,,,
(주)랩지노믹스,84650,2015/09,30405360,8986365,21418995,14341993,1652012,7759798,0,2500000,16821921,8713206,907803,721641,1628976,,,
(주)랩지노믹스,84650,2016/09,34197045,10554729,23642317,16417640,1007793,8261173,0,2500000,17715967,8986770,916146,539637,2240014,,,
(주)랩지노믹스,84650,2017/09,43429983,18976321,24453662,22968595,1475566,8281901,333280,2500000,18093860,11112349,-412934,-1054577,-657219,,,
(주)랩지노믹스,84650,2018/09,51942079,18881605,33060474,33864328,2096820,9194813,233284,3912787,19629574,12326553,-1375019,-1322334,-76094,,,
(주)랩지노믹스,84650,2019/09,49899712,19499425,30400286,32867679,1860242,10070203,124995,2500000,23766121,14370644,803550,839698,2490114,,,
(주)랩지노믹스,84650,2020/09,95443682,20859769,74583913,69422929,21287595,19227767,33332,2500000,87869506,31222342,38522661,45075912,26201184,,,
(주)랩지노믹스,84650,2021/09,178779458,42948682,135830775,134446360,44274340,36772103,3200000,2500000,141320603,56024614,60864393,75141226,29051336,,,
(주)러셀,217500,2015/09,,,,,,,,,,,,,,,,
(주)러셀,217500,2016/09,,,,,,,,,,,,,,,,
(주)러셀,217500,2017/09,,,,,,,,,,,,,,,,
(주)러셀,217500,2018/09,41206135,11329632,29876503,36096922,13537485,10446178,0,0,21949434,14228534,-773610,70443,-3212704,,,
(주)러셀,217500,2019/09,48693664,9390779,39302886,39440952,13180552,9281688,0,0,30641766,24560764,3269312,3948667,-1223593,,,
(주)러셀,217500,2020/09,47077257,3960935,43116322,35747014,10026203,3798713,0,0,23644687,16475683,3599820,4385183,6842972,,,
(주)러셀,217500,2021/09,63685436,18918981,44766455,52083412,29369346,18798265,0,0,38945324,31880273,3872039,4912318,5934908,,,
(주)레고켐바이오사이언스,141080,2013/09,25526435,5119244,20407191,23487581,1154768,2359306,0,0,402517,0,-3789673,-3789673,-4294684,,,
(주)레고켐바이오사이언스,141080,2014/09,17335005,3400182,13934824,15123639,134649,1001727,0,0,692465,0,-5455851,-5455851,-5382634,,,
(주)레고켐바이오사이언스,141080,2015/09,27228494,13350129,13878365,22816934,1787260,640592,0,0,488686,0,-6449003,-6567609,-6955018,,,
(주)레고켐바이오사이언스,141080,2016/09,98758140,30440344,68317796,60298933,9779478,10521336,0,1800000,11890879,8575855,-6225575,-7151104,-7684791,,,
(주)레고켐바이오사이언스,141080,2017/09,88202738,33522167,54680571,46726819,8950317,18118973,0,0,15659263,9530366,-6322258,-6591253,-2370975,,,
(주)레고켐바이오사이언스,141080,2018/09,77218485,16410856,60807629,34544283,6498324,10524736,0,0,18030938,11335071,-8490456,-9566002,-7901299,,,
(주)레고켐바이오사이언스,141080,2019/09,144140594,22864730,121275864,111165552,51713032,14868653,0,0,43468041,12566037,16128005,16049622,20989884,,,
(주)레고켐바이오사이언스,141080,2020/09,130667695,19690395,110977300,87344653,61220705,8704505,2700000,0,23011908,10469474,-4515767,-4665372,-21653923,,,
(주)레고켐바이오사이언스,141080,2021/09,268462964,29956390,238506574,201009029,65275364,11403521,11847000,0,14274360,10613977,-37808995,-37808995,-30319827,,,
(주)레드로버,60300,2009/09,9464211,5434912,4029299,6574882,1322767,2180639,2000000,0,10332586,0,-623973,-587799,-667460,,,
(주)레드로버,60300,2010/09,38168097,9764342,28403755,23545000,3837581,6145382,2174984,2687640,17198561,9089256,2195522,2309440,-5696428,,,
(주)레드로버,60300,2011/09,42137461,9688336,32449126,33104707,7585362,4718755,217004,3329658,24706077,16886500,-2214620,-2734224,-7214120,,,
(주)레드로버,60300,2012/09,60990764,14116189,46874576,43246176,3145822,5227555,0,4652640,12528978,11104359,-4227346,-4399105,-15819469,,,
(주)레드로버,60300,2013/09,87733292,22375564,65357728,46089539,9594877,6910299,5075000,5590512,24234395,14409150,3892585,3892585,7433187,,,
(주)레드로버,60300,2014/09,97083477,26229957,70853519,53411715,2714841,18461237,0,11122369,40010936,27264018,5257837,5257837,4977428,,,
(주)레드로버,60300,2015/09,123988684,19692747,104295936,72637011,5228389,10072547,0,7249825,30242972,26398797,-5261315,-5261315,-2030676,,,
(주)레드로버,60300,2016/09,167114942,19987492,147127450,90145974,4491687,19758959,0,7362491,29997547,22437477,1249464,1249464,-6567099,,,
(주)레드로버,60300,2017/09,180698649,21672318,159026330,93148823,12604968,16012835,0,7284416,33115338,28491849,702801,702801,-19366238,,,
(주)레드로버,60300,2018/09,160696092,14459862,146236231,79658667,1246211,7235073,1180556,5626665,8935549,10780949,-5939852,-5939852,-2733993,,,
(주)레드로버,60300,2019/09,101615720,33378745,68236976,40968206,144975,15572317,208333,6575642,7092040,9316592,-37125611,-37125611,-3683491,,,
(주)레드로버,60300,2020/09,38303783,15523866,22779918,15558412,1969159,13514019,0,3108000,5212671,3194491,855280,855280,-5856489,,,
(주)레드로버,60300,2021/09,27091594,11473790,15617804,13837142,1310161,9317460,0,1600000,5319054,5267346,-7820987,-7820987,-1942616,,,
(주)레드캡투어,38390,2009/09,119716775,50415410,69301366,22282005,2011712,33533326,15333400,7000000,61863469,39930030,5374260,6565523,33638775,,,
(주)레드캡투어,38390,2010/09,175678240,98674791,77003449,31075948,7260027,61133028,16000120,25000000,88252488,54872337,6755887,8991698,53247696,,,
(주)레드캡투어,38390,2011/09,217109742,124138915,92970827,30338642,2418570,81491010,40000000,33000000,105011830,57839477,16653341,21865893,60297999,,,
(주)레드캡투어,38390,2012/09,228356482,126167385,102189098,41096440,9777495,107709196,15000000,23000000,118347765,75723362,12777828,16461853,65000154,,,
(주)레드캡투어,38390,2013/09,247982151,135753132,112229020,36027503,5094096,76092013,56037000,10000000,133732202,88636166,13049494,16903110,77301466,,,
(주)레드캡투어,38390,2014/09,299686426,175006771,124679654,36517202,3586762,93659946,76388210,10000000,147631322,96889587,14607258,18921941,88679834,,,
(주)레드캡투어,38390,2015/09,362996907,230971512,132025396,37181769,5694217,145967985,79463664,13000000,152923163,105259033,12552387,16251932,89349306,,,
(주)레드캡투어,38390,2016/09,391402189,254975668,136426521,41274735,2216300,155075066,85055548,0,174798633,127099685,10414574,13453442,114370846,,,
(주)레드캡투어,38390,2017/09,465419920,326306964,139112956,73449167,35308300,189481054,117821035,26000000,196876535,36190759,8540034,10948762,5241656,,,
(주)레드캡투어,38390,2018/09,404241820,257172195,147069625,67209310,23816792,168580857,72012106,10000000,193999889,0,12241493,13587477,64240645,,,
(주)레드캡투어,38390,2019/09,402420452,245375074,157045378,37392112,4618385,136028714,87475138,8000000,189861670,31520198,14990149,19302514,9206754,,,
(주)레드캡투어,38390,2020/09,439889040,273104335,166784704,33891756,10395593,156834700,102739077,0,166503652,29693662,10265627,13160967,-24975968,,,
(주)레드캡투어,38390,2021/09,454777386,278433391,176343995,30519011,773038,149125068,86027306,0,172071224,27588234,11062009,14351952,8343663,,,
(주)레몬,294140,2019/09,65239338,44186497,21052841,27018785,11829636,44062698,0,9000000,37498936,36519846,-7163377,-7768781,-9334758,,,
(주)레몬,294140,2020/09,103232361,35139015,68093346,31264179,13797886,35012789,0,6000000,75339290,47697829,20377175,21745167,24392823,,,
(주)레몬,294140,2021/09,88142313,17440242,70702071,19033359,8480369,12491480,0,6000000,23331728,28197780,-9464276,-9464276,-1573460,,,
(주)레이,228670,2019/09,74071886,14670686,59401200,56320251,5229206,8453416,0,967707,44670101,25611922,8008606,9575599,884174,,,
(주)레이,228670,2020/09,88740662,23063602,65677060,60801208,7276386,16475283,0,8318681,29698927,17958226,3050523,3016018,-4059424,,,
(주)레이,228670,2021/09,160340429,52689520,107650909,119380185,20038047,16433193,0,5000000,48634910,29918311,3796441,3602301,8931869,,,
(주)레이언스,228850,2016/09,194178871,28773744,165405127,141218115,6604147,23058103,2735167,8184654,67091591,40708988,10283483,13044861,6994831,,,
(주)레이언스,228850,2017/09,190635434,20113831,170521603,135437379,10733555,16927386,743979,3967380,72311962,45419424,11133089,13696029,18655391,,,
(주)레이언스,228850,2018/09,201205154,13692667,187512487,145080921,11540820,11688404,0,754233,78719939,49252643,15846634,19705840,2173179,,,
(주)레이언스,228850,2019/09,218348528,14201033,204147495,159630385,15402220,11870486,0,0,78982385,46941912,18015075,23170639,5125942,,,
(주)레이언스,228850,2020/09,218404085,11575596,206828489,163123948,29931222,7339585,0,0,60287168,39666134,6343707,8254519,16487183,,,
(주)레이언스,228850,2021/09,224098520,18799380,205299141,180397811,37434755,14739174,0,0,83790348,48157935,12528218,17818646,11283775,,,
(주)레이크머티리얼즈,281740,2017/09,,,,,,,,,,,,,,,,
(주)레이크머티리얼즈,281740,2018/09,,,,,,,,,,,,,,,,
(주)레이크머티리얼즈,281740,2019/09,,,,,,,,,,,,,,,,
(주)레이크머티리얼즈,281740,2020/09,87540214,50172648,37367566,35313184,3519087,36483176,10612653,22415991,29696574,23749299,-809610,-936721,-3186790,,,
(주)레이크머티리얼즈,281740,2021/09,113826717,59636649,54190069,48724118,6623872,40127251,15587240,27210000,57420168,37775121,13859605,15003176,10351362,,,
(주)레인보우로보틱스,277810,2020/09,12216891,4997116,7219774,6876454,4263949,3768252,300000,500000,3801754,1962876,-778379,-778379,-406657,,,
(주)레인보우로보틱스,277810,2021/09,38667845,2977930,35689915,32924552,19611242,1825356,0,0,4922921,2318278,-8409709,-8409709,-2908466,,,
(주)렉스엘이앤지,4790,2009/09,57389711,8037393,49352318,24160518,2135678,7689331,0,3494454,13544273,11035150,-6032793,-6012241,1103048,,,
(주)렉스엘이앤지,4790,2010/09,56561106,18672095,37889011,25714503,120267,18383065,0,10416184,16825550,14147330,-6805551,-6519413,-8547990,,,
(주)렉스엘이앤지,4790,2011/09,46103719,16616710,29487009,23838700,241446,16631870,0,10257807,13351446,11210177,-1247972,-1247972,-1271410,,,
(주)렉스엘이앤지,4790,2012/09,51150365,28025146,23125219,17164384,277698,28015146,0,10251138,4355124,3668552,-3313627,-3313627,-717023,,,
(주)렉스엘이앤지,4790,2013/09,18770650,8534783,10235867,4987706,15689,7305987,0,4020500,1188791,969064,-517188,-517188,-3441023,,,
(주)로보로보,215100,2015/09,,,,,,,,,,,,,,,,
(주)로보로보,215100,2016/09,,,,,,,,,,,,,,,,
(주)로보로보,215100,2017/09,,,,,,,,,,,,,,,,
(주)로보로보,215100,2018/09,26048915,1676984,24371931,16155046,828379,1452160,0,0,9469666,5368773,1731884,1957265,-1655171,,,
(주)로보로보,215100,2019/09,26436708,1977858,24458850,15515549,295961,1877582,0,0,7293180,4357251,770697,867062,-1705870,,,
(주)로보로보,215100,2020/09,25770614,1122918,24647696,17038579,426946,1041299,0,0,2567881,1465826,-1836118,-2199235,-3316980,,,
(주)로보로보,215100,2021/09,32287897,911679,31376218,18518264,2064765,812730,0,0,4716661,3007117,-728043,-727308,-395073,,,
(주)로보스타,90360,2011/09,73069256,49581866,23487390,53793646,4792702,43510589,2757000,23258057,80265035,65374095,6598266,6446334,-3079999,,,
(주)로보스타,90360,2012/09,68228305,39983199,28245106,45137835,4461970,34935703,1958000,12374939,56161787,48926469,-1114016,-1114016,1995513,,,
(주)로보스타,90360,2013/09,83217376,56538854,26678522,57723649,12930622,48469808,5018000,12611751,72712539,61425300,1415133,1415133,8816164,,,
(주)로보스타,90360,2014/09,74206711,46823291,27383420,49454851,9747647,39823728,3780150,11942424,68869035,58210376,982922,1130632,1560648,,,
(주)로보스타,90360,2015/09,99598960,63262977,36335983,69239838,15746458,53461187,6301645,11197430,95593160,77583836,7224996,7395784,6787591,,,
(주)로보스타,90360,2016/09,121479103,79563250,41915853,87275519,15703438,66516075,8236550,8801060,91716586,73403399,3853088,3944331,5925089,,,
(주)로보스타,90360,2017/09,148498584,97541365,50957219,115492322,29474212,85200661,6464310,7428045,162401444,138617486,7409785,8419970,18658493,,,
(주)로보스타,90360,2018/09,181910185,80274340,101635846,149815539,69653657,70777345,4392610,9254503,131361215,116809989,-2260156,-416831,-292771,,,
(주)로보스타,90360,2019/09,167012697,66397842,100614854,125655849,20880145,62229082,1499800,175174,124699447,114376647,-797566,-797566,-2552790,,,
(주)로보스타,90360,2020/09,139119793,53718647,85401146,99369625,28144933,49220240,1049860,29434,97930298,95362084,-9927465,-10292968,1536478,,,
(주)로보스타,90360,2021/09,122473638,38979698,83493940,81689277,14429938,35336305,299960,194881,106351368,95842037,2468793,2468793,-9001356,,,
(주)로보티즈,108490,2019/09,67217771,3737879,63479892,39849129,11525170,2714050,0,0,16922701,8784959,1933508,2021653,2367670,,,
(주)로보티즈,108490,2020/09,63644509,3091321,60553189,34630008,8490585,2266667,0,0,12384297,6531559,-881467,-1029867,-1070169,,,
(주)로보티즈,108490,2021/09,78109549,11099787,67009762,48364506,12135107,1978199,0,0,14626001,7884551,-498875,-789272,262828,,,
(주)로지시스,67730,2015/09,22169275,5901023,16268252,17412864,10471069,3579494,0,0,22852949,20749336,894868,1060411,-170578,,,
(주)로지시스,67730,2016/09,22567058,6835450,15731608,17771719,10476660,4146657,0,0,24466031,22595072,370048,462100,-2582110,,,
(주)로지시스,67730,2017/09,22930598,6321034,16609564,18311584,5127727,4485495,0,0,24571924,21532419,672656,893916,-2590422,,,
(주)로지시스,67730,2018/09,25746740,9538917,16207823,17988784,7209737,6998569,0,0,29908019,26593509,721914,941688,-838994,,,
(주)로지시스,67730,2019/09,23132025,8418487,14713537,14714115,6461157,6427524,0,0,22945555,20724014,-1497382,-1499859,-4395307,,,
(주)로지시스,67730,2020/09,23650010,8314635,15335375,17847060,6684626,6673396,0,0,23890952,22018806,-36237,50080,717580,,,
(주)로지시스,67730,2021/09,26091626,7833306,18258320,19283035,6069136,6127154,0,0,24507596,22072459,1479426,927027,913584,,,
(주)루멘스,38060,2009/09,139502113,83665658,55836455,83033806,6451926,65887326,7490160,22342100,81589501,69289379,2435946,2457432,-10604024,,,
(주)루멘스,38060,2010/09,211379147,109902893,101476254,118861976,6234669,71857085,27156560,23346000,189261938,154308530,9330491,13230990,-8153990,,,
(주)루멘스,38060,2011/09,271625437,151861775,119763662,172472207,47805766,109726204,14672980,7077000,256059567,221722591,12546378,13236653,37196605,,,
(주)루멘스,38060,2012/09,338923845,196464155,142459690,218624663,12511762,179106213,5257660,18711600,337141028,283053083,16400039,23509211,-29654761,,,
(주)루멘스,38060,2013/09,332178926,142045732,190133194,207413042,44989900,133405132,8000000,19157292,413600474,346293232,19723187,27742089,20536944,,,
(주)루멘스,38060,2014/09,362046452,132300999,229745453,236342834,17437449,119423693,12062474,5253000,357651279,298256538,14287336,16500865,-42928159,,,
(주)루멘스,38060,2015/09,351982125,131423126,220558999,230883194,38824654,119397449,10812482,0,286522457,252133584,-412413,13980,2878020,,,
(주)루멘스,38060,2016/09,332064314,121361506,210702808,215122819,44018118,99767291,16562490,10000000,255230509,215750035,-2108713,-2589771,-11749972,,,
(주)루멘스,38060,2017/09,319873015,106847398,213025617,186918110,19059494,85102295,16312498,7989641,221101492,186693045,9326685,11696,-41354318,,,
(주)루멘스,38060,2018/09,301317426,121549356,179768069,176345289,21128076,100084607,12760000,12743660,112742705,106950936,-10859792,-10443920,-16836526,,,
(주)루멘스,38060,2019/09,272997714,113778427,159219287,144834648,3063076,102258937,2600000,8148506,113415711,104992685,-5653840,-5834710,-8574248,,,
(주)루멘스,38060,2020/09,205977446,93956758,112020688,107936850,7746864,93186576,0,3930833,103748651,82689755,3838791,4119093,-5551595,,,
(주)루멘스,38060,2021/09,203271719,108598726,94672993,155454115,9243142,107846333,0,20000000,103583260,86866252,-3649418,-4341275,-7707879,,,
(주)루트로닉,85370,2009/09,43943202,13625770,30317432,29760810,2034596,6375142,1103044,3900000,27111854,13556886,2769466,2833581,4849332,,,
(주)루트로닉,85370,2010/09,55440837,21940482,33500355,27522187,909357,11906416,8270763,8000000,27513083,13521940,1448881,1624282,2332940,,,
(주)루트로닉,85370,2011/09,63186899,27962872,35224028,28956751,668444,18051152,8053607,13640000,29011041,17066044,98298,98298,1272180,,,
(주)루트로닉,85370,2012/09,72266522,30920643,41345879,28442145,1059677,16488178,11886486,10500000,32004056,17709218,916559,916559,1354568,,,
(주)루트로닉,85370,2013/09,77191133,35496387,41694745,27727075,3694941,20702032,11538900,14400000,38012826,20631441,457174,457174,6692704,,,
(주)루트로닉,85370,2014/09,86379604,38951125,47428479,28185690,960185,23695429,11116700,16500000,47378466,25308009,4069247,4200150,5727924,,,
(주)루트로닉,85370,2015/09,116696446,39514922,77181524,50047198,1816043,24933909,9955556,14000000,48975909,24533749,6224114,6352692,5626878,,,
(주)루트로닉,85370,2016/09,151225920,47430907,103795012,60091539,1697765,29451336,8711111,17958456,60170346,28103677,11656335,11657070,1626455,,,
(주)루트로닉,85370,2017/09,213731731,50559239,163172492,117274472,1535006,34475446,7466667,24352442,59501485,30715220,3449200,4422051,-2307005,,,
(주)루트로닉,85370,2018/09,249366763,70188363,179178400,124552002,783855,51240492,6222222,39870673,58811950,32706710,1314508,1604496,-3261204,,,
(주)루트로닉,85370,2019/09,259475747,82294508,177181239,160578681,3785590,65747185,8977778,50275064,69870793,39027453,2747753,2406724,-4586885,,,
(주)루트로닉,85370,2020/09,249077736,81427626,167650111,154327096,13023803,73339356,3920000,57949631,64242521,36014351,-4817693,-6161998,7138484,,,
(주)루트로닉,85370,2021/09,172018171,53032314,118985857,125367969,17018745,40496514,7800000,16408076,94374593,45151378,20139781,26035818,30845223,,,
(주)룩손에너지홀딩스,33550,2009/09,49694951,26729011,22965940,2433044,23239,24104681,2000000,10771772,2271523,2764937,-8865589,-9011802,-1041136,,,
(주)룩손에너지홀딩스,33550,2010/09,30382094,18906134,11475960,1027569,78000,16986636,0,9330151,2783997,3192797,-4678556,-4681112,-820633,,,
(주)룩손에너지홀딩스,33550,2011/09,33240574,19171330,14069243,3188771,471996,18584030,0,13800000,21794165,19823629,2990269,2795357,1623465,,,
(주)룩손에너지홀딩스,33550,2012/09,29544772,18099507,11445265,3478982,3940,18034711,0,13570548,13522022,11135377,-2776893,-2776893,-1940774,,,
(주)룽투코리아,60240,2009/09,44186535,24874472,19312063,11847520,940239,18137373,1500000,3950000,15043459,2922377,-3636474,-4018230,-2673758,,,
(주)룽투코리아,60240,2010/09,33339369,18536924,14802444,16426450,76033,13174735,1500000,2190000,11539790,2147341,-5315056,-4334638,-1545149,,,
(주)룽투코리아,60240,2011/09,27356737,17153285,10203452,9596186,1059972,14033256,0,2250000,12207134,2200336,-1393081,-1286560,47248,,,
(주)룽투코리아,60240,2012/09,22924792,16226039,6698753,10342669,946312,13952296,0,666000,16954402,1930062,-324945,-324945,1815546,,,
(주)룽투코리아,60240,2013/09,20504225,12991526,7512699,9224125,851097,10757525,0,0,12820813,1927912,-599562,-599562,38922,,,
(주)룽투코리아,60240,2014/09,16546526,8417159,8129367,9272683,2103587,7246883,0,0,9129041,1803475,-949607,-949607,-1051903,,,
(주)룽투코리아,60240,2015/09,43718790,14584161,29134629,36941562,3475948,8645743,0,0,11275616,2618053,-1542586,-1542586,-1795358,,,
(주)룽투코리아,60240,2016/09,104193256,49239918,54953339,40178988,1890226,16514534,0,0,40647847,22831835,1803144,1803144,8443844,,,
(주)룽투코리아,60240,2017/09,69835607,5894883,63940725,22341703,1659511,5894883,0,0,19827984,3700563,-6417598,-2846629,5628336,,,
(주)룽투코리아,60240,2018/09,88459041,11249573,77209468,54768501,3450065,6743361,0,0,28874480,8156708,16744074,16744074,4422725,,,
(주)룽투코리아,60240,2019/09,92281175,6060238,86220937,56058536,1551204,4352215,0,0,21610520,5786356,19529463,19529463,-3082671,,,
(주)룽투코리아,60240,2020/09,83565144,7119277,76445867,49242594,1259892,6650305,0,0,38576715,9848796,-3064277,-3064277,-4902641,,,
(주)룽투코리아,60240,2021/09,68438112,4700392,63737720,44489549,2764334,4357670,0,0,27129285,6992074,-13191770,-13191770,-3103011,,,
(주)리노스,39980,2009/09,49676386,35520650,14155736,34359941,3515993,30824235,357240,1500000,58504057,39019040,7761303,9360702,18602705,,,
(주)리노스,39980,2010/09,41116123,13593479,27522644,30005897,4682590,11637741,0,0,60400210,33727813,4846189,5843442,4152745,,,
(주)리노스,39980,2011/09,49692410,11801036,37891373,36923033,8581242,10980556,0,6901096,54571227,26308185,4307567,5645235,-1855734,,,
(주)리노스,39980,2012/09,68958716,25212206,43746510,55084480,9701157,24417068,0,8158200,69629311,41725043,4554201,5935352,-1838382,,,
(주)리노스,39980,2013/09,63262284,19013925,44248359,46005431,4427544,18434567,0,8739483,57498092,30329747,2043553,2790673,-23443516,,,
(주)리노스,39980,2014/09,75140667,23256181,51884486,43934234,5030787,22970348,0,14145026,67509087,35517964,3284774,4350287,-160302,,,
(주)리노스,39980,2015/09,98661705,32868929,65792775,79482333,26326893,32545574,0,12646320,74505178,38883862,13819208,17999240,16073092,,,
(주)리노스,39980,2016/09,95865768,26313042,69552727,71758445,11193138,25430967,0,10501041,77635054,43551715,4240867,5512979,1627880,,,
(주)리노스,39980,2017/09,100080272,29331338,70748934,83936419,22365882,28617378,0,11225167,73340766,42620499,3438680,4427621,3847977,,,
(주)리노스,39980,2018/09,92097986,18392533,73705453,81559033,8051217,17630976,0,6710873,56331016,30475679,2006795,2568957,-1720145,,,
(주)리노스,39980,2019/09,104302749,30122997,74179752,92490374,14453776,29179086,0,15588191,58286873,35964064,-118843,-51143,3627004,,,
(주)리노스,39980,2020/09,113499477,41884063,71615413,100652891,19468358,40641081,0,7492751,34412342,23403536,-2917626,-3804668,-13224998,,,
(주)리노스,39980,2021/09,102025791,33345878,68679913,91726232,23620051,31266947,0,9812737,44010643,32223504,299089,384922,3180525,,,
(주)리더스코스메틱,16100,2009/09,36418906,4438573,31980333,15293649,1848723,3288291,0,0,20689938,17148370,1064057,1295868,1912139,,,
(주)리더스코스메틱,16100,2010/09,35898472,4267895,31630577,14264950,4115335,3153948,0,0,28276902,24526401,12633,152047,604251,,,
(주)리더스코스메틱,16100,2011/09,51746643,7626257,44120387,12557175,1711364,4151365,0,0,31710175,27797669,17991271,21664002,-122902,,,
(주)리더스코스메틱,16100,2012/09,71948699,28184929,43763770,22957969,2018223,15214053,11687451,6748040,40066556,32589369,-3645547,-4771770,1881515,,,
(주)리더스코스메틱,16100,2013/09,76285145,30842311,45442834,24638626,1562352,18858507,10006731,8115728,45005960,36625533,209749,267094,757039,,,
(주)리더스코스메틱,16100,2014/09,81917405,26186132,55731273,30523522,7057172,21007960,2684730,6179161,75856971,51232606,10124496,13018286,12371509,,,
(주)리더스코스메틱,16100,2015/09,152014529,68142008,83872521,79323682,9316495,57654972,7676660,25627000,126050103,72618295,23468965,30662844,-4761497,,,
(주)리더스코스메틱,16100,2016/09,149526288,59270764,90255524,59877090,18295026,15846215,12000000,6040026,91576046,51828523,6432359,9703148,16406139,,,
(주)리더스코스메틱,16100,2017/09,180149213,92830589,87318624,76101856,50295753,46046690,17333200,3033435,43184564,25641138,-638084,-1030937,7172220,,,
(주)리더스코스메틱,16100,2018/09,147722047,56122872,91599175,52107960,6858056,25933009,8666600,8344,68579209,35380517,7165489,8489339,-2669821,,,
(주)리더스코스메틱,16100,2019/09,131493360,76563387,54929973,43768513,22104463,51035223,2000000,19004762,28393422,17412334,-25671445,-25349059,-18909163,,,
(주)리더스코스메틱,16100,2020/09,89834586,54413919,35420666,18459727,6031052,50937632,0,17500000,24180391,17587341,1194131,1194131,-2437549,,,
(주)리더스코스메틱,16100,2021/09,97761716,32582923,65178794,10519973,3236507,24125178,0,8000000,20441452,15806673,42931759,51157983,9496699,,,
(주)리드,197210,2016/09,21726001,13216977,8509024,19222410,1221115,8449241,0,1418303,9257898,9305079,-3904593,-3900758,-795508,,,
(주)리드,197210,2017/09,55066767,31852586,23214181,51752599,695099,18456613,290000,2310301,36208656,34312517,-6092388,-6211553,5056943,,,
(주)리드,197210,2018/09,98464481,64677158,33787323,44371381,2005817,64160636,169167,2097118,27464801,24243582,-2591684,-4992349,-14007072,,,
(주)리드,197210,2019/09,104436272,58306548,46129724,62571236,231267,57751385,0,4426000,16860890,16879631,-24455640,-26068522,-1360600,,,
(주)리드코프,12700,2009/09,163906303,80429329,83476974,133056451,5482250,58262700,4980151,42519560,104061993,61054484,11165365,14612871,-5100270,,,
(주)리드코프,12700,2010/09,232352541,132541925,99810616,202571896,5352423,113248257,9911404,55379064,125901370,66928640,13910676,18938793,-37936121,,,
(주)리드코프,12700,2011/09,312748813,192207602,120541211,283432181,12713766,169003899,15831132,75476356,158589734,95983477,18515704,24775080,-34054752,,,
(주)리드코프,12700,2012/09,386016861,242306165,143710696,349948322,12477352,211671854,16445418,97517652,176698666,106387619,20268345,26315853,-31451483,,,
(주)리드코프,12700,2013/09,410895705,243908617,166987088,375061946,5336586,214361476,13693723,105805991,182972046,102965626,22179158,28661507,-1529892,,,
(주)리드코프,12700,2014/09,492926899,295977725,196949174,453218018,15759362,265949338,22341232,116042800,242423596,152951957,23788202,31604226,-24944214,,,
(주)리드코프,12700,2015/09,582216795,352503999,229712796,533172153,6923939,297486215,24604203,135468079,213692891,142369529,24397973,31720750,-43250734,,,
(주)리드코프,12700,2016/09,686611859,426865210,259746649,633015346,16856484,351945229,35362050,164629870,277426692,201610018,23564324,33900541,-42623392,,,
(주)리드코프,12700,2017/09,814929210,534429014,280500196,752596038,28831621,462192748,40583150,192800000,281197969,207511908,22085179,28351523,-70805775,,,
(주)리드코프,12700,2018/09,874417146,578332193,296084953,805838229,22916164,515567808,41101671,209444694,243168198,174506269,19522014,25372633,-24002211,,,
(주)리드코프,12700,2019/09,803530360,484874363,318655997,746713184,15362811,431982835,45075988,151393647,328201474,258072675,25168168,33186973,72029384,,,
(주)리드코프,12700,2020/09,800098434,458386608,341711827,50565510,18543830,45737187,0,36029631,236649989,168949711,24858739,32795170,53212504,,,
(주)리드코프,12700,2021/09,988047661,641960254,346087407,44526027,16459008,71528991,14822667,62084000,298225610,231029624,20221094,29469473,-53561764,,,
(주)리메드,302550,2019/09,25288457,10620180,14668277,11100323,4965886,2625703,5966478,0,11163399,4616811,2598000,2493206,647828,,,
(주)리메드,302550,2020/09,75087078,45215207,29871871,48252000,8947388,4766952,8286000,3200000,13324095,5804696,3059672,2651273,2792298,,,
(주)리메드,302550,2021/09,76586312,48469728,28116584,49167772,8285440,5920299,8274000,3200000,13529270,6847691,2796791,3470881,-913342,,,
(주)링네트,42500,2009/09,34066958,18070207,15996751,32457632,5458658,16792039,0,6368795,40476797,32393937,4588458,6146895,-985962,,,
(주)링네트,42500,2010/09,44715717,26823344,17892372,42334732,5889243,26175447,0,14032896,41679653,35488920,1994366,2540369,-3673625,,,
(주)링네트,42500,2011/09,52821137,34464345,18356792,48434750,6748072,32933542,0,17946093,47649246,40693807,157582,376745,-3907029,,,
(주)링네트,42500,2012/09,54167505,30630936,23536569,50262385,8514343,28842437,0,12018238,52505924,45025022,2780335,3583845,327484,,,
(주)링네트,42500,2013/09,60780194,29011354,31768840,56949827,7903340,28022067,361075,8957597,61253800,52619557,3203451,4088000,-906065,,,
(주)링네트,42500,2014/09,70440870,27818808,42622062,65879322,16033475,27060876,0,7521743,78137096,67607589,4596106,5785166,2565068,,,
(주)링네트,42500,2015/09,68326618,23003611,45323007,61454436,9470593,22026178,0,2611177,63341923,54412726,2636174,3317540,5870208,,,
(주)링네트,42500,2016/09,78633181,29216535,49416646,72891369,14689213,28207683,99348,657780,85644264,76985218,2155188,2767298,-9371950,,,
(주)링네트,42500,2017/09,86803903,32823220,53980683,73962949,13833787,32322395,62247,727008,100949259,90333348,2912681,3627227,3531508,,,
